time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1989-11-14T20:41:54.900Z,37.0941667,-121.8351667,5.148,2.87,md,80,36,0.01532,0.07,nc,nc147368,2016-12-09T22:22:48.930Z,"6 km NNE of Day Valley, California",earthquake,0.11,0.17,0.13,91,reviewed,nc,nc
1989-11-14T17:34:07.080Z,37.3766667,-120.4315,4.323,2.81,md,4,343,0.6586,0.08,nc,nc1169177,2016-12-09T22:22:07.819Z,"8 km N of Bear Creek, California",earthquake,8.13,8.28,0.24,4,reviewed,nc,nc
1989-11-14T17:33:50.070Z,36.8171667,-121.5436667,6.798,3.3,ml,84,32,0.03153,0.13,nc,nc10090185,2016-12-09T22:22:02.350Z,"3 km S of San Juan Bautista, California",earthquake,0.17,0.31,,3,reviewed,nc,nc
1989-11-13T04:11:27.310Z,36.4598333,-121.039,5.179,2.81,md,61,66,0.03874,0.07,nc,nc147199,2016-12-09T22:07:21.390Z,"23 km NE of Greenfield, California",earthquake,0.17,0.41,0.16,50,reviewed,nc,nc
1989-11-13T02:23:23.830Z,36.8341667,-121.5601667,5.904,2.78,md,76,39,0.01712,0.08,nc,nc147485,2016-12-09T22:06:36.350Z,"2 km WSW of San Juan Bautista, California",earthquake,0.14,0.24,0.11,73,reviewed,nc,nc
1989-11-12T18:10:53.600Z,36.9365,-121.6833333,12.021,3,ml,93,73,0.01802,0.08,nc,nc147195,2016-12-09T22:03:25.370Z,"4 km ESE of Interlaken, California",earthquake,0.14,0.25,,4,reviewed,nc,nc
1989-11-12T15:19:47.590Z,36.9846667,-121.7413333,14.911,2.55,md,87,64,0.04865,0.07,nc,nc147167,2016-12-09T22:02:50.420Z,"3 km N of Interlaken, California",earthquake,0.17,0.27,0.13,86,reviewed,nc,nc
1989-11-11T12:19:23.470Z,36.8746667,-121.6066667,5.977,2.74,md,80,57,0.01532,0.09,nc,nc147076,2016-12-09T21:53:52.810Z,"3 km ESE of Aromas, California",earthquake,0.14,0.24,0.08,67,reviewed,nc,nc
1989-11-10T14:24:59.360Z,36.9285,-121.5071667,3.878,2.84,md,94,38,0.01171,0.21,nc,nc147204,2016-12-09T21:47:19.000Z,"9 km NNE of San Juan Bautista, California",earthquake,0.22,0.43,0.11,77,reviewed,nc,nc
1989-11-10T03:47:00.620Z,36.6878333,-121.3196667,5.028,2.63,md,53,51,0.02883,0.05,nc,nc147016,2016-12-09T21:42:29.390Z,"11 km S of Tres Pinos, California",earthquake,0.15,0.32,0.13,35,reviewed,nc,nc
1989-11-10T03:42:03.480Z,36.6883333,-121.3195,5.238,2.7,md,72,46,0.02883,0.05,nc,nc147077,2016-12-09T21:42:16.610Z,"Central California",earthquake,0.11,0.28,0.1,64,reviewed,nc,nc
1989-11-10T00:31:15.370Z,36.9705,-121.732,13.646,2.78,md,77,72,0.03423,0.06,nc,nc147008,2016-12-09T21:41:04.340Z,"2 km N of Interlaken, California",earthquake,0.16,0.32,0.14,80,reviewed,nc,nc
1989-11-09T02:05:17.270Z,36.8616667,-121.536,5.596,2.65,md,70,28,0.01712,0.08,nc,nc148000,2016-12-09T21:32:17.520Z,"1 km N of San Juan Bautista, California",earthquake,0.14,0.27,0.11,66,reviewed,nc,nc
1989-11-08T21:03:20.690Z,36.9648333,-121.5998333,4.234,2.79,md,82,31,0.01532,0.12,nc,nc147957,2016-12-09T21:30:05.790Z,"5 km SSW of Gilroy, California",earthquake,0.15,0.3,0.13,70,reviewed,nc,nc
1989-11-07T23:42:37.270Z,37.2353333,-122.0238333,9.921,4.2,ml,90,42,0.04414,0.08,nc,nc10090177,2016-12-09T21:20:40.980Z,"2 km W of Monte Sereno, California",earthquake,0.13,0.34,,7,reviewed,nc,nc
1989-11-07T23:22:13.350Z,36.9618333,-122.2255,9.788,2.95,md,95,185,0.1468,0.15,nc,nc148295,2016-12-09T21:20:00.330Z,"6 km SSW of Davenport, California",earthquake,0.38,0.63,0.16,78,reviewed,nc,nc
1989-11-07T06:31:00.050Z,36.7986667,-121.5183333,7.268,2.5,md,69,35,0.02432,0.07,nc,nc146882,2016-12-09T21:13:58.400Z,"5 km SSE of San Juan Bautista, California",earthquake,0.13,0.25,0.1,69,reviewed,nc,nc
