time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1994-02-25T21:16:22.630Z,34.323,-118.432,6.217,2.73,ml,0,29.6,,0.281,ci,ci3155246,2016-02-13T08:44:41.158Z,"4km N of Pacoima, California",earthquake,,0.439,,15,reviewed,ci,ci
1994-02-25T13:56:13.770Z,34.321,-118.422,2.858,3.7,ml,0,28.4,,0.285,ci,ci3155156,2016-02-11T21:23:34.512Z,"4km NNE of Pacoima, California",earthquake,,0.09,,62,reviewed,ci,ci
1994-02-25T13:11:43.090Z,34.359,-118.48,0.507,3.11,ml,0,22.2,,0.335,ci,ci3155152,2016-02-13T08:44:38.389Z,"7km SSE of Santa Clarita, California",earthquake,,0.119,,51,reviewed,ci,ci
1994-02-25T12:59:12.590Z,34.357,-118.48,0.527,4.03,ml,0,21.5,,0.315,ci,ci3155150,2016-02-12T20:07:43.481Z,"7km SSE of Santa Clarita, California",earthquake,,0.11,,60,reviewed,ci,ci
1994-02-24T02:54:24.070Z,34.303,-118.44,6.603,2.79,ml,0,28.4,,0.297,ci,ci3154807,2016-02-12T20:07:30.495Z,"2km N of Pacoima, California",earthquake,,0.484,,26,reviewed,ci,ci
1994-02-22T21:46:33.940Z,34.214,-118.596,19.464,2.58,ml,0,35.1,,0.273,ci,ci3154480,2016-02-12T12:17:19.227Z,"2km NNE of Canoga Park, California",earthquake,,0.243,,23,reviewed,ci,ci
1994-02-22T21:02:42.300Z,34.336,-118.767,4.319,2.98,ml,0,41.9,,0.299,ci,ci3154472,2016-02-13T01:10:25.694Z,"8km NNW of Simi Valley, California",earthquake,,0.097,,56,reviewed,ci,ci
1994-02-21T15:04:05.450Z,34.373,-118.632,12.004,2.51,ml,0,22.8,,0.221,ci,ci3154181,2016-02-11T23:56:49.648Z,"11km SSW of Valencia, California",earthquake,,0.169,,17,reviewed,ci,ci
1994-02-20T05:24:03.680Z,34.315,-118.582,3.538,2.55,mc,0,25,,0.233,ci,ci3153811,2016-02-12T09:44:36.505Z,"7km NNE of Chatsworth, California",earthquake,,0.064,,166,reviewed,ci,ci
1994-02-19T02:54:08.160Z,34.243,-118.474,12.213,2.58,ml,0,42.4,,0.314,ci,ci3153583,2016-02-12T14:57:18.338Z,"3km NW of Panorama City, California",earthquake,,0.257,,15,reviewed,ci,ci
1994-02-18T15:44:23.400Z,34.303,-118.454,6.856,3.07,ml,0,27.2,,0.285,ci,ci3153329,2016-02-12T17:32:16.996Z,"3km NNW of Pacoima, California",earthquake,,0.422,,60,reviewed,ci,ci
1994-02-18T09:13:28.370Z,34.236,-118.576,16.031,3.72,ml,0,33.1,,0.313,ci,ci3153233,2016-02-13T01:09:46.566Z,"3km SE of Chatsworth, California",earthquake,,0.144,,57,reviewed,ci,ci
1994-02-17T16:13:59.310Z,33.949,-118.63,9.225,2.62,ml,0,65.7,,0.308,ci,ci3152909,2016-02-12T17:32:05.862Z,"10km S of Las Flores, California",earthquake,,1.003,,21,reviewed,ci,ci
1994-02-17T07:21:59.940Z,34.316,-118.561,9.566,2.56,ml,0,24.6,,0.282,ci,ci3152845,2016-02-12T17:32:00.164Z,"7km NW of Granada Hills, California",earthquake,,0.19,,27,reviewed,ci,ci
1994-02-16T18:00:38.510Z,34.288,-118.445,2.603,2.95,ml,0,28.7,,0.347,ci,ci3152719,2016-02-12T20:06:29.928Z,"1km NW of Pacoima, California",earthquake,,0.094,,28,reviewed,ci,ci
1994-02-16T07:58:42.210Z,34.098,-118.51,5.28,3.2,ml,0,66.3,,0.397,ci,ci3152649,2016-02-11T23:56:12.807Z,"7km S of Encino, California",earthquake,,0.619,,24,reviewed,ci,ci
1994-02-15T13:51:49.420Z,34.241,-118.562,1.401,2.8,ml,0,31.9,,0.349,ci,ci3152456,2016-02-12T09:44:00.927Z,"3km WNW of Northridge, California",earthquake,,0.149,,22,reviewed,ci,ci
1994-02-15T12:31:55.330Z,34.293,-118.451,6.426,3.15,ml,0,29.2,,0.303,ci,ci3152592,2016-02-12T04:55:15.604Z,"2km NW of Pacoima, California",earthquake,,0.515,,56,reviewed,ci,ci
