time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1999-11-01T19:42:47.620Z,34.392,-116.233,-0.382,2.66,ml,0,62.3,,0.167,ci,ci9119104,2016-02-16T06:44:51.906Z,"30km NNE of Joshua Tree, California",earthquake,,0.602,,113,reviewed,ci,ci
1999-11-01T19:11:55.300Z,34.429,-116.193,2.216,3,ml,0,44.3,,0.228,ci,ci9119106,2016-04-02T00:46:49.230Z,"33km S of Ludlow, CA",earthquake,,0.213,,152,reviewed,ci,ci
1999-11-01T11:05:02.500Z,34.777,-116.311,-1.071,2.85,ml,0,109.3,,0.191,ci,ci9119000,2016-02-17T09:16:44.157Z,"15km WNW of Ludlow, California",earthquake,,0.67,,203,reviewed,ci,ci
1999-11-01T09:13:19.300Z,34.8005,-116.2566667,2.919,2.56,ml,18,130,,0.14,ci,ci9118969,2016-04-02T08:51:28.516Z,"12km NW of Ludlow, CA",earthquake,0.34,0.48,0.195,57,reviewed,ci,ci
1999-11-01T08:21:47.090Z,34.553,-116.263,0.79,3.27,ml,0,47.5,,0.15,ci,ci9118972,2016-04-02T00:47:34.117Z,"21km SSW of Ludlow, CA",earthquake,,0.353,,219,reviewed,ci,ci
1999-11-01T07:17:25.570Z,34.6723333,-116.2881667,2.684,2.94,ml,23,76,,0.16,ci,ci9118945,2016-04-01T19:56:14.990Z,"13km WSW of Ludlow, CA",earthquake,0.4,0.78,0.202,66,reviewed,ci,ci
1999-11-01T07:04:22.580Z,34.567,-116.267,0.25,2.87,ml,0,51.5,0.1499,0.145,ci,ci9118954,2016-02-16T18:42:55.257Z,"20km SSW of Ludlow, California",earthquake,,0.458,,181,reviewed,ci,ci
1999-11-01T04:43:36.070Z,34.326,-116.118,1.471,2.74,ml,0,61.1,0.04716,0.197,ci,ci9118924,2016-02-17T06:54:30.122Z,"21km NNW of Twentynine Palms, California",earthquake,,0.373,,81,reviewed,ci,ci
1999-11-01T04:43:24.550Z,34.8035,-116.3053333,2.704,2.75,mc,16,128,,0.11,ci,ci3321399,2016-04-02T14:11:04.062Z,"16km NW of Ludlow, CA",earthquake,0.44,0.4,,64,reviewed,ci,ci
1999-11-01T03:11:47.280Z,34.778,-116.354,0.664,2.64,mc,0,50.5,,0.122,ci,ci9118881,2016-02-16T23:40:59.986Z,"19km WNW of Ludlow, California",earthquake,,0.269,,62,reviewed,ci,ci
1999-11-01T02:00:28.580Z,34.323,-116.118,-0.839,3.42,ml,0,41.4,,0.207,ci,ci9118869,2016-04-02T00:48:50.109Z,"21km NNW of Twentynine Palms, CA",earthquake,,0.313,,201,reviewed,ci,ci
1999-11-01T01:59:23.100Z,34.482,-116.235,9.617,2.94,ml,0,61.3,,0.167,ci,ci9118840,2016-02-16T11:24:59.009Z,"28km SSW of Ludlow, California",earthquake,,0.504,,14,reviewed,ci,ci
1999-11-01T01:53:46.400Z,34.305,-116.851,-1.336,3.15,ml,0,24.7,,0.182,ci,ci9118857,2016-04-02T19:52:06.112Z,"5km N of Big Bear City, CA",earthquake,,0.365,,201,reviewed,ci,ci
1999-10-31T22:16:49.350Z,34.83,-116.338,4.016,3.08,ml,0,131.3,,0.127,ci,ci9118759,2016-04-01T21:31:27.800Z,"20km NW of Ludlow, CA",earthquake,,0.207,,215,reviewed,ci,ci
1999-10-31T20:44:46.000Z,34.7,-116.375,1.952,3.24,ml,0,74.1,,0.16,ci,ci9118726,2016-04-02T13:41:08.083Z,"20km W of Ludlow, CA",earthquake,,0.79,,8,reviewed,ci,ci
1999-10-31T20:44:37.440Z,34.817,-116.401,-0.218,2.5,mh,0,110.9,0.05411,0.217,ci,ci3326700,2016-02-16T23:40:52.366Z,"24km WNW of Ludlow, California",earthquake,,0.77,,0,reviewed,ci,ci
1999-10-31T20:41:34.280Z,34.771,-116.412,0.946,2.5,ml,0,77.6,,0.146,ci,ci9118704,2016-02-17T02:07:03.185Z,"24km WNW of Ludlow, California",earthquake,,0.624,,138,reviewed,ci,ci
1999-10-31T19:55:42.360Z,34.772,-116.415,0.736,2.65,ml,0,79.2,,0.22,ci,ci9118693,2016-02-17T04:30:22.378Z,"24km WNW of Ludlow, California",earthquake,,0.417,,162,reviewed,ci,ci
1999-10-31T18:59:25.880Z,34.425,-116.184,2.748,3.44,ml,0,43.3,,0.205,ci,ci9118682,2016-04-02T07:12:03.313Z,"33km S of Ludlow, CA",earthquake,,0.202,,187,reviewed,ci,ci
1999-10-31T15:11:39.700Z,34.634,-116.322,1.186,2.5,ml,0,77.4,,0.185,ci,ci9118616,2016-02-15T23:39:40.191Z,"18km WSW of Ludlow, California",earthquake,,0.46,,146,reviewed,ci,ci
1999-10-31T13:38:27.480Z,34.698,-116.289,3.146,2.76,ml,0,95.8,,0.134,ci,ci9118593,2016-02-15T23:39:37.307Z,"12km WSW of Ludlow, California",earthquake,,1.493,,159,reviewed,ci,ci
1999-10-31T11:56:53.120Z,34.867,-116.395,1.994,3.26,ml,0,68.7,,0.308,ci,ci9118584,2016-04-02T10:31:54.162Z,"27km NW of Ludlow, CA",earthquake,,0.464,,215,reviewed,ci,ci
1999-10-31T07:00:56.630Z,34.581,-116.265,-0.563,3.23,ml,0,41.3,,0.169,ci,ci9118527,2016-04-02T19:51:24.702Z,"18km SSW of Ludlow, CA",earthquake,,0.418,,208,reviewed,ci,ci
1999-10-31T06:28:02.870Z,34.826,-116.387,6.034,2.6,ml,0,54.1,,0.133,ci,ci9118517,2016-02-16T02:02:47.241Z,"24km WNW of Ludlow, California",earthquake,,0.637,,163,reviewed,ci,ci
1999-10-31T02:09:58.930Z,34.527,-116.121,3.364,2.81,ml,0,87.1,,0.191,ci,ci9118453,2016-02-16T21:11:13.764Z,"22km S of Ludlow, California",earthquake,,0.359,,148,reviewed,ci,ci
1999-10-31T01:33:54.600Z,34.604,-116.293,-0.124,2.59,ml,0,79.6,,0.177,ci,ci9118447,2016-02-16T13:48:00.709Z,"18km SW of Ludlow, California",earthquake,,0.426,,134,reviewed,ci,ci
1999-10-31T00:25:44.490Z,34.816,-116.386,1.146,2.7,ml,0,106.1,,0.168,ci,ci9118428,2016-02-16T21:11:12.502Z,"23km WNW of Ludlow, California",earthquake,,0.443,,144,reviewed,ci,ci
1999-10-30T21:01:10.790Z,34.7861671,-116.2955017,2.429,2.78,ml,0,124,,0.18,ci,ci9636328,2016-02-16T04:24:40.704Z,"14km WNW of Ludlow, California",earthquake,0.43,0.54,0.1,100,automatic,ci,ci
1999-10-30T20:46:38.900Z,34.548,-116.316,-0.424,2.52,ml,0,69.6,,0.177,ci,ci9118370,2016-02-17T11:39:41.560Z,"24km SW of Ludlow, California",earthquake,,0.474,,125,reviewed,ci,ci
1999-10-30T19:32:33.330Z,34.696,-116.303,2.696,2.79,ml,0,91,,0.135,ci,ci9118347,2016-02-16T13:47:53.438Z,"13km WSW of Ludlow, California",earthquake,,1.758,,140,reviewed,ci,ci
1999-10-30T11:18:57.080Z,34.709,-116.307,5.879,3.84,ml,0,61.3,,0.18,ci,ci9118257,2016-04-02T13:41:06.741Z,"14km W of Ludlow, CA",earthquake,,3.094,,249,reviewed,ci,ci
1999-10-30T09:33:56.810Z,34.855,-116.409,2.451,3.27,ml,0,130.1,,0.186,ci,ci9118228,2016-04-02T16:52:02.808Z,"27km WNW of Ludlow, CA",earthquake,,0.474,,220,reviewed,ci,ci
1999-10-30T05:16:31.650Z,34.884,-116.256,4.84,2.68,ml,0,145.4,,0.322,ci,ci9118144,2016-02-17T09:15:57.971Z,"20km NNW of Ludlow, California",earthquake,,,,6,reviewed,ci,ci
1999-10-30T03:32:59.220Z,34.848,-116.355,6.594,4.11,ml,0,64.9,,0.202,ci,ci9118145,2016-04-01T21:32:50.295Z,"23km NW of Ludlow, CA",earthquake,,0.176,,233,reviewed,ci,ci
1999-10-30T02:08:47.060Z,34.458,-116.242,5.72,2.59,mc,0,137.8,0.06833,0.185,ci,ci3326056,2016-02-16T13:47:35.697Z,"30km SSW of Ludlow, California",earthquake,,1.586,,8,reviewed,ci,ci
1999-10-30T01:44:08.420Z,34.53,-116.282,-1.084,2.62,ml,0,72.1,,0.244,ci,ci9118115,2016-02-16T04:24:26.902Z,"24km SSW of Ludlow, California",earthquake,,1.061,,92,reviewed,ci,ci
1999-10-29T23:45:05.910Z,34.581,-116.273,-0.864,2.76,ml,0,79.6,,0.181,ci,ci9118081,2016-02-16T13:47:33.156Z,"19km SSW of Ludlow, California",earthquake,,0.78,,125,reviewed,ci,ci
1999-10-29T23:27:12.640Z,34.592,-116.231,2.966,2.54,ml,0,87.5,,0.216,ci,ci9118076,2016-02-16T04:24:22.611Z,"16km SSW of Ludlow, California",earthquake,,0.759,,25,reviewed,ci,ci
1999-10-29T23:26:02.880Z,34.809,-116.294,2.989,3.28,ml,0,130.6,0.0394,0.074,ci,ci9118092,2016-04-02T04:02:21.699Z,"16km NW of Ludlow, CA",earthquake,,0.446,,3,reviewed,ci,ci
1999-10-29T20:57:46.910Z,34.562,-116.229,9.077,3.05,ml,0,82.7,,0.159,ci,ci9118062,2016-04-02T10:31:52.498Z,"19km SSW of Ludlow, CA",earthquake,,2.572,,152,reviewed,ci,ci
1999-10-29T19:04:39.360Z,34.606,-116.308,-0.564,2.69,ml,0,77,,0.159,ci,ci9118016,2016-02-17T09:15:47.151Z,"19km SW of Ludlow, California",earthquake,,0.608,,70,reviewed,ci,ci
1999-10-29T18:20:49.620Z,34.795,-116.31,-0.604,2.55,ml,0,121.8,,0.146,ci,ci9118008,2016-02-16T02:02:18.668Z,"16km WNW of Ludlow, California",earthquake,,1.924,,118,reviewed,ci,ci
1999-10-29T18:02:23.630Z,34.405,-116.192,1.988,2.5,ml,0,66.1,0.07896,0.156,ci,ci9118002,2016-02-16T11:24:20.903Z,"32km NNW of Twentynine Palms, California",earthquake,,0.44,,95,reviewed,ci,ci
1999-10-29T17:43:16.220Z,34.795,-116.317,2.649,3.08,ml,0,111.8,0.03738,0.125,ci,ci9118012,2016-04-02T04:01:17.215Z,"16km WNW of Ludlow, CA",earthquake,,0.371,,151,reviewed,ci,ci
1999-10-29T17:41:33.400Z,34.803,-116.318,2.366,2.6,ml,0,119.8,,0.192,ci,ci9117986,2016-02-16T18:42:10.936Z,"17km WNW of Ludlow, California",earthquake,,0.638,,112,reviewed,ci,ci
1999-10-29T16:22:51.240Z,34.566,-116.258,-0.123,3.52,ml,0,79.5,,0.191,ci,ci9117998,2016-04-01T21:32:48.630Z,"19km SSW of Ludlow, CA",earthquake,,0.772,,197,reviewed,ci,ci
1999-10-29T16:05:59.600Z,34.526,-116.241,6.427,3.47,ml,0,76.1,,0.171,ci,ci9117989,2016-04-02T19:50:46.670Z,"23km SSW of Ludlow, CA",earthquake,,2.643,,193,reviewed,ci,ci
1999-10-29T15:52:59.870Z,34.599,-116.287,-0.594,2.63,mc,0,79.8,,0.171,ci,ci9117968,2016-02-17T06:53:53.788Z,"18km SW of Ludlow, California",earthquake,,0.436,,48,reviewed,ci,ci
1999-10-29T14:11:01.600Z,34.793,-116.277,1.786,2.56,ml,0,129,,0.128,ci,ci9117949,2016-02-15T23:39:11.842Z,"13km NW of Ludlow, California",earthquake,,0.643,,106,reviewed,ci,ci
1999-10-29T13:59:15.740Z,34.669,-116.297,1.566,2.59,ml,0,88.1,,0.184,ci,ci9117940,2016-02-15T23:39:10.409Z,"14km WSW of Ludlow, California",earthquake,,0.711,,107,reviewed,ci,ci
1999-10-29T13:19:49.250Z,34.801,-116.307,2.446,2.65,ml,0,130.2,,0.167,ci,ci9117935,2016-02-17T04:29:51.981Z,"16km WNW of Ludlow, California",earthquake,,0.577,,128,reviewed,ci,ci
1999-10-29T13:13:47.800Z,34.525,-116.283,-0.384,2.85,ml,0,71.6,,0.174,ci,ci9117934,2016-02-16T13:47:25.586Z,"24km SSW of Ludlow, California",earthquake,,0.426,,137,reviewed,ci,ci
1999-10-29T12:36:37.510Z,34.522,-116.273,-0.533,4.31,ml,0,40.4,,0.194,ci,ci9117942,2017-02-09T00:45:41.737Z,"24km SSW of Ludlow, CA",earthquake,,0.354,,162,reviewed,ci,ci
1999-10-29T09:36:18.510Z,34.561,-116.263,-0.134,2.65,mc,0,78.3,,0.168,ci,ci9117881,2016-02-17T02:06:22.905Z,"20km SSW of Ludlow, California",earthquake,,0.469,,48,reviewed,ci,ci
1999-10-29T05:30:46.780Z,34.366,-116.144,2.991,2.96,ml,0,64.1,,0.166,ci,ci9117844,2016-02-16T18:41:57.836Z,"26km NNW of Twentynine Palms, California",earthquake,,0.181,,180,reviewed,ci,ci
1999-10-29T04:23:03.830Z,34.569,-116.24,9.867,2.55,ml,0,82.4,0.1724,0.128,ci,ci9117827,2016-02-16T04:24:10.952Z,"18km SSW of Ludlow, California",earthquake,,2.027,,78,reviewed,ci,ci
1999-10-29T04:21:14.660Z,34.473,-116.27,5.486,2.58,ml,0,67.4,,0.15,ci,ci9117804,2016-02-16T11:24:05.796Z,"29km SSW of Ludlow, California",earthquake,,1.763,,120,reviewed,ci,ci
1999-10-29T03:19:16.340Z,34.515,-116.276,3.759,2.51,ml,0,70.9,0.1144,0.2,ci,ci9117806,2016-02-16T02:02:06.628Z,"25km SSW of Ludlow, California",earthquake,,0.429,,6,reviewed,ci,ci
1999-10-28T22:36:15.200Z,34.509,-116.271,0.329,3.1,ml,0,70.9,,0.199,ci,ci9117730,2016-04-02T13:41:25.252Z,"26km SSW of Ludlow, CA",earthquake,,0.311,,116,reviewed,ci,ci
1999-10-28T19:09:20.700Z,34.791,-116.371,-0.311,2.59,ml,0,70.2,,0.159,ci,ci9117668,2016-02-17T02:06:20.079Z,"21km WNW of Ludlow, California",earthquake,,0.937,,104,reviewed,ci,ci
1999-10-28T17:10:45.810Z,34.537,-116.287,-0.913,3.37,ml,0,72,,0.191,ci,ci9117629,2016-04-01T21:32:04.969Z,"24km SSW of Ludlow, CA",earthquake,,0.401,,198,reviewed,ci,ci
1999-10-28T16:49:31.630Z,34.795,-116.364,0.363,2.57,ml,0,67.7,,0.179,ci,ci9117604,2016-02-17T04:29:35.798Z,"20km WNW of Ludlow, California",earthquake,,0.95,,115,reviewed,ci,ci
1999-10-28T16:39:20.380Z,34.615,-116.268,-1.242,3.13,ml,0,85.4,,0.154,ci,ci9117615,2016-04-02T10:31:50.210Z,"15km SW of Ludlow, CA",earthquake,,0.562,,155,reviewed,ci,ci
1999-10-28T12:57:05.330Z,34.506,-116.276,5.469,2.5,ml,0,70,,0.215,ci,ci9117547,2016-02-17T11:39:13.170Z,"26km SSW of Ludlow, California",earthquake,,3.405,,89,reviewed,ci,ci
1999-10-28T10:55:38.400Z,34.712,-116.295,2.726,2.55,ml,0,97,,0.127,ci,ci9117502,2016-02-16T02:01:53.697Z,"12km W of Ludlow, California",earthquake,,1.457,,68,reviewed,ci,ci
1999-10-28T08:50:04.630Z,34.541,-116.262,4.006,2.73,ml,0,75.9,,0.182,ci,ci9117461,2016-02-16T23:39:54.901Z,"22km SSW of Ludlow, California",earthquake,,0.601,,157,reviewed,ci,ci
1999-10-28T02:29:58.800Z,34.826,-116.384,2.759,3.22,ml,0,79.6,,0.204,ci,ci9117388,2016-04-02T10:33:09.707Z,"24km WNW of Ludlow, CA",earthquake,,0.303,,207,reviewed,ci,ci
1999-10-28T00:42:37.130Z,34.678,-116.362,1.522,3.18,ml,0,56.3,,0.222,ci,ci9117354,2016-04-02T10:34:24.150Z,"19km WSW of Ludlow, CA",earthquake,,0.327,,206,reviewed,ci,ci
1999-10-28T00:33:02.080Z,34.606,-116.284,2.266,2.92,ml,0,81.2,,0.175,ci,ci9117335,2016-02-16T02:01:47.367Z,"17km SW of Ludlow, California",earthquake,,0.474,,144,reviewed,ci,ci
1999-10-27T22:35:38.910Z,34.441,-116.207,-0.082,3.39,ml,0,68.8,,0.216,ci,ci9117315,2016-04-01T21:32:47.144Z,"31km S of Ludlow, CA",earthquake,,0.416,,23,reviewed,ci,ci
1999-10-27T21:57:08.330Z,34.681,-116.281,0.356,2.61,ml,0,94.6,,0.211,ci,ci9117292,2016-02-17T11:39:03.778Z,"12km WSW of Ludlow, California",earthquake,,0.783,,80,reviewed,ci,ci
1999-10-27T21:02:31.150Z,34.86,-116.425,1.935,3.14,ml,0,129.7,,0.186,ci,ci9117265,2016-04-02T16:51:09.934Z,"29km WNW of Ludlow, CA",earthquake,,1.33,,117,reviewed,ci,ci
1999-10-27T20:18:42.130Z,34.53,-116.279,6.047,3.08,ml,0,50.4,,0.167,ci,ci9117273,2016-04-02T19:50:45.105Z,"24km SSW of Ludlow, CA",earthquake,,3.921,,108,reviewed,ci,ci
1999-10-27T19:47:06.260Z,34.623,-116.263,-0.591,3.43,ml,0,41.4,,0.169,ci,ci9117255,2016-04-02T00:46:46.166Z,"14km SW of Ludlow, CA",earthquake,,0.344,,135,reviewed,ci,ci
1999-10-27T18:57:05.600Z,34.421,-116.186,7.128,2.68,ml,0,67.8,,0.163,ci,ci9117230,2016-02-16T13:46:47.369Z,"33km NNW of Twentynine Palms, California",earthquake,,0.794,,83,reviewed,ci,ci
1999-10-27T17:57:18.570Z,34.688,-116.305,4.416,2.57,ml,0,88.9,,0.123,ci,ci9117198,2016-02-16T21:10:18.534Z,"14km WSW of Ludlow, California",earthquake,,19.942,,3,reviewed,ci,ci
1999-10-27T14:28:07.170Z,34.817,-116.39,1.38,2.91,ml,0,108.1,0.04538,0.102,ci,ci7156523,2016-02-16T06:43:22.212Z,"24km WNW of Ludlow, California",earthquake,,1.008,,7,reviewed,ci,ci
1999-10-27T12:42:25.100Z,34.82,-116.388,1.433,2.99,ml,0,112.5,0.04301,0.149,ci,ci7156506,2016-02-17T06:53:10.542Z,"24km WNW of Ludlow, California",earthquake,,0.78,,9,reviewed,ci,ci
1999-10-27T08:40:31.000Z,34.827,-116.38,3.073,2.82,ml,0,122.1,,0.175,ci,ci7156461,2016-02-16T18:41:30.444Z,"23km WNW of Ludlow, California",earthquake,,0.572,,5,reviewed,ci,ci
1999-10-27T08:37:12.760Z,34.825,-116.38,2.833,2.88,ml,0,117.3,,0.157,ci,ci7156460,2016-02-17T09:15:03.643Z,"23km WNW of Ludlow, California",earthquake,,0.63,,5,reviewed,ci,ci
1999-10-27T08:33:02.900Z,34.618,-116.292,-0.452,2.68,ml,0,81.5,,0.143,ci,ci7156459,2016-02-17T06:53:07.261Z,"17km SW of Ludlow, California",earthquake,,0.557,,140,reviewed,ci,ci
1999-10-27T08:22:38.610Z,34.617,-116.242,1.579,3.28,ml,0,71.3,,0.189,ci,ci9117071,2016-04-02T16:49:54.356Z,"14km SSW of Ludlow, CA",earthquake,,0.37,,164,reviewed,ci,ci
1999-10-27T08:18:45.650Z,34.692,-116.324,1.368,2.63,ml,0,83.4,,0.128,ci,ci9117056,2016-02-15T23:38:36.366Z,"15km WSW of Ludlow, California",earthquake,,0.792,,135,reviewed,ci,ci
1999-10-27T05:48:25.060Z,34.617,-116.246,-1.094,2.85,ml,0,89.7,,0.222,ci,ci9117030,2016-02-17T11:38:53.482Z,"14km SW of Ludlow, California",earthquake,,0.604,,147,reviewed,ci,ci
1999-10-27T03:46:26.760Z,34.67,-116.305,0.229,3.21,ml,0,58.8,,0.163,ci,ci9117009,2016-04-02T19:50:43.656Z,"14km WSW of Ludlow, CA",earthquake,,0.642,,165,reviewed,ci,ci
1999-10-27T03:27:33.100Z,34.478,-116.271,5.546,2.89,ml,0,67.8,,0.2,ci,ci9116980,2016-02-17T11:38:52.127Z,"29km SSW of Ludlow, California",earthquake,,1.481,,76,reviewed,ci,ci
1999-10-27T03:26:43.950Z,34.555,-116.264,0.567,3.05,ml,0,52.6,,0.147,ci,ci9116996,2016-04-02T07:12:01.089Z,"21km SSW of Ludlow, CA",earthquake,,0.34,,142,reviewed,ci,ci
1999-10-26T22:44:00.270Z,34.649,-116.293,2.129,3.06,ml,0,58.1,,0.134,ci,ci9116913,2016-04-01T21:31:24.033Z,"15km WSW of Ludlow, CA",earthquake,,0.462,,165,reviewed,ci,ci
1999-10-26T22:22:08.070Z,34.699,-116.364,1.652,3.07,ml,0,57.3,,0.142,ci,ci9116905,2016-04-02T04:00:11.894Z,"19km W of Ludlow, CA",earthquake,,0.517,,178,reviewed,ci,ci
1999-10-26T20:16:14.390Z,34.667,-116.301,1.889,2.7,ml,0,86.1,,0.138,ci,ci9116854,2016-02-16T09:01:58.058Z,"14km WSW of Ludlow, California",earthquake,,1.534,,145,reviewed,ci,ci
1999-10-26T19:46:53.590Z,34.831,-116.352,1.536,3.06,ml,0,130.6,,0.136,ci,ci9116822,2016-04-02T16:49:50.665Z,"21km NW of Ludlow, CA",earthquake,,0.301,,173,reviewed,ci,ci
1999-10-26T16:45:23.200Z,34.101,-117.004,3.245,2.59,ml,0,33.7,,0.199,ci,ci9116760,2016-02-16T16:13:55.904Z,"8km NNE of Yucaipa, California",earthquake,,0.352,,74,reviewed,ci,ci
1999-10-26T14:57:15.940Z,34.624,-116.274,1.626,2.97,ml,0,71.7,,0.152,ci,ci9116744,2016-02-16T09:01:48.955Z,"15km SW of Ludlow, California",earthquake,,0.541,,130,reviewed,ci,ci
1999-10-26T14:27:01.880Z,34.616,-116.284,2.986,2.58,ml,0,45.9,,0.18,ci,ci9116730,2016-02-16T06:42:57.784Z,"16km SW of Ludlow, California",earthquake,,1.104,,74,reviewed,ci,ci
1999-10-26T13:31:52.450Z,34.541,-116.305,4.116,2.62,ml,0,70.4,,0.211,ci,ci9116693,2016-02-17T09:14:45.180Z,"24km SSW of Ludlow, California",earthquake,,5.748,,135,reviewed,ci,ci
1999-10-26T09:51:22.570Z,34.821,-116.389,5.173,2.55,ml,0,113,0.04359,0.107,ci,ci9116651,2016-02-16T23:39:26.065Z,"24km WNW of Ludlow, California",earthquake,,1.399,,122,reviewed,ci,ci
1999-10-26T08:28:33.370Z,34.862,-116.401,1.621,2.81,ml,0,131.7,,0.168,ci,ci9116627,2016-02-17T04:29:00.374Z,"27km NW of Ludlow, California",earthquake,,0.572,,100,reviewed,ci,ci
1999-10-26T06:31:11.750Z,34.835,-116.375,4.53,2.56,ml,0,129.6,,0.207,ci,ci9116582,2016-02-16T16:13:46.534Z,"23km WNW of Ludlow, California",earthquake,,1.192,,98,reviewed,ci,ci
1999-10-26T06:05:32.760Z,35.512,-116.867,1.91,2.54,ml,0,165,,0.162,ci,ci9116571,2016-02-17T04:28:57.446Z,"32km NNW of Fort Irwin, California",earthquake,,1.839,,116,reviewed,ci,ci
1999-10-26T06:02:33.750Z,34.838,-116.359,0.426,2.71,ml,0,131.2,,0.22,ci,ci9116570,2016-02-17T04:28:55.962Z,"22km NW of Ludlow, California",earthquake,,0.331,,156,reviewed,ci,ci
1999-10-26T05:32:01.910Z,34.606,-116.276,-0.381,2.87,ml,0,82.2,,0.205,ci,ci9116585,2016-02-17T06:52:51.478Z,"17km SW of Ludlow, California",earthquake,,0.518,,155,reviewed,ci,ci
1999-10-26T04:29:02.590Z,34.626,-116.242,-1.021,3.18,ml,0,58.6,,0.175,ci,ci9116574,2016-04-02T07:12:33.057Z,"13km SW of Ludlow, CA",earthquake,,0.459,,206,reviewed,ci,ci
1999-10-26T03:56:47.870Z,34.696,-116.297,1.206,2.91,ml,0,92.8,,0.14,ci,ci9116519,2016-02-16T21:09:47.067Z,"13km WSW of Ludlow, California",earthquake,,0.711,,191,reviewed,ci,ci
1999-10-26T03:51:20.510Z,34.521,-116.271,-0.474,3.29,ml,0,72.4,,0.183,ci,ci9116552,2016-04-01T21:33:36.152Z,"24km SSW of Ludlow, CA",earthquake,,0.394,,208,reviewed,ci,ci
1999-10-26T03:21:45.960Z,34.839,-116.402,0.135,2.6,ml,0,128.2,,0.178,ci,ci3321050,2016-02-16T06:42:51.073Z,"26km WNW of Ludlow, California",earthquake,,0.449,,150,reviewed,ci,ci
1999-10-26T03:19:15.270Z,34.818,-116.381,2.999,3.28,ml,0,107.5,,0.169,ci,ci9116536,2016-04-02T16:49:49.332Z,"23km WNW of Ludlow, CA",earthquake,,0.383,,220,reviewed,ci,ci
1999-10-26T03:12:16.630Z,34.861,-116.399,2.425,2.72,ml,0,131.8,,0.152,ci,ci9116499,2016-02-17T04:28:52.428Z,"27km NW of Ludlow, California",earthquake,,0.636,,171,reviewed,ci,ci
1999-10-26T00:22:34.660Z,34.86,-116.427,2.056,2.9,mc,0,129.5,0.07969,0.134,ci,ci9116436,2016-02-16T04:23:23.753Z,"29km WNW of Ludlow, California",earthquake,,0.925,,73,reviewed,ci,ci
1999-10-25T23:48:44.430Z,34.391,-115.806,1.042,2.85,ml,0,90.8,0.1701,0.131,ci,ci9116434,2016-02-15T23:38:06.873Z,"19km SSW of Amboy, California",earthquake,,0.637,,163,reviewed,ci,ci
1999-10-25T23:22:24.080Z,34.611,-116.292,4.906,2.5,ml,0,80.6,,0.15,ci,ci9116410,2016-02-16T09:01:37.338Z,"17km SW of Ludlow, California",earthquake,,,,145,reviewed,ci,ci
1999-10-25T22:53:26.440Z,34.667,-116.295,4.566,2.61,ml,0,88.1,,0.137,ci,ci9116402,2016-02-16T09:01:36.005Z,"14km WSW of Ludlow, California",earthquake,,0.057,,149,reviewed,ci,ci
1999-10-25T21:26:58.600Z,34.602,-116.295,-0.864,2.77,ml,0,78.9,,0.17,ci,ci9116386,2016-02-15T23:38:04.095Z,"18km SW of Ludlow, California",earthquake,,0.611,,157,reviewed,ci,ci
1999-10-25T20:17:14.090Z,34.859,-116.399,0.145,2.69,ml,0,131.4,,0.204,ci,ci9116368,2016-02-17T04:28:40.914Z,"27km NW of Ludlow, California",earthquake,,0.704,,133,reviewed,ci,ci
1999-10-25T20:02:34.000Z,34.49,-116.266,1.029,3.69,mh,0,139.5,0.09078,0.16,ci,ci9116365,2016-04-02T13:39:14.733Z,"28km SSW of Ludlow, CA",earthquake,,3.027,,1,reviewed,ci,ci
1999-10-25T18:49:43.360Z,34.618,-116.285,2.276,2.59,ml,0,82.8,,0.159,ci,ci9116341,2016-02-17T02:05:28.550Z,"16km SW of Ludlow, California",earthquake,,0.703,,110,reviewed,ci,ci
1999-10-25T18:31:10.050Z,34.677,-116.3,-0.732,2.59,mc,0,88.6,0.1557,0.125,ci,ci3326839,2016-02-17T02:05:27.071Z,"14km WSW of Ludlow, California",earthquake,,1.195,,28,reviewed,ci,ci
1999-10-25T18:26:00.630Z,34.617,-116.243,-0.764,4.63,ml,0,90,,0.199,ci,ci3321011,2017-02-09T14:19:09.859Z,"14km SSW of Ludlow, CA",earthquake,,0.501,,125,reviewed,ci,ci
1999-10-25T18:24:45.780Z,34.53,-116.29,-0.251,3.65,ml,0,50.1,,0.193,ci,ci9116355,2016-04-01T21:32:03.426Z,"24km SSW of Ludlow, CA",earthquake,,0.35,,94,reviewed,ci,ci
1999-10-25T17:50:39.510Z,34.624,-116.268,-1.074,2.63,ml,0,87,,0.242,ci,ci9116321,2016-02-17T11:38:24.091Z,"15km SW of Ludlow, California",earthquake,,0.641,,66,reviewed,ci,ci
1999-10-25T17:17:58.480Z,34.645,-116.316,-1.111,3.16,ml,0,79.3,,0.173,ci,ci9116328,2016-04-02T07:11:56.045Z,"17km WSW of Ludlow, CA",earthquake,,0.525,,101,reviewed,ci,ci
1999-10-25T16:32:22.850Z,34.708,-116.342,6.749,3.36,ml,0,51.1,,0.187,ci,ci9116308,2016-04-02T19:50:09.904Z,"17km W of Ludlow, CA",earthquake,,1.342,,141,reviewed,ci,ci
1999-10-25T15:58:45.760Z,34.341,-116.114,0.611,2.51,ml,0,62.6,,0.135,ci,ci9116279,2016-02-16T21:09:33.958Z,"23km N of Twentynine Palms, California",earthquake,,0.585,,72,reviewed,ci,ci
